var_name	genotype	strand	position	lower	median	upper	mean	K_gt	K_lt
Beta	2	1	1083	0.06128785	0.18585086	0.3149028	0.18476343	0	500
Beta	3	1	1083	0.21882653	0.35470894	0.49211338	0.3532803	0	500
Beta	1	1	1084	0.37226725	0.5438498	0.70881337	0.54098326	0	500
Beta	2	1	1084	0.026617002	0.14957358	0.2699744	0.14828844	0	500
Beta	3	1	1084	0.21738961	0.35553777	0.48947036	0.35455924	0	500
Beta	1	1	1085	0.37825876	0.5378454	0.70985645	0.53769624	0	500
Beta	2	1	1085	-0.015775438	0.10759172	0.23514631	0.10873856	0	500
Beta	3	1	1085	0.21876451	0.3559446	0.4827777	0.3559461	0	500
Beta	1	1	1086	0.37309968	0.5305814	0.70207167	0.53431743	0	500
Beta	2	1	1086	-0.058487434	0.06481214	0.19564243	0.06808749	0	500
Beta	3	1	1086	0.22321089	0.35674962	0.48971996	0.357372	0	500
Beta	1	1	1087	0.36564818	0.5311296	0.69899154	0.5310306	0	500
Beta	2	1	1087	-0.098440565	0.025586557	0.16430998	0.028537594	0	500
Beta	3	1	1087	0.22435495	0.35714567	0.5010235	0.35875896	0	500
Beta	1	1	1088	0.35074368	0.52403665	0.7047623	0.52414244	0	500
Beta	2	1	1088	-0.14470953	-0.019649003	0.12819874	-0.015806098	0	500
Beta	3	1	1088	0.21005063	0.35318184	0.50909245	0.3558568	0	500
Beta	1	1	1089	0.34337872	0.5217521	0.7110323	0.5223061	0	500
Beta	2	1	1089	-0.18743639	-0.04866203	0.10202826	-0.046274345	0	500
Beta	3	1	1089	0.20449625	0.35629588	0.5205042	0.35789365	0	500
Beta	1	1	1090	0.26694474	0.44060555	0.617133	0.43635872	0	500
Beta	2	1	1090	-0.20989771	-0.07650158	0.07081786	-0.07367758	0	500
Beta	3	1	1090	0.14854278	0.3000618	0.45947096	0.3035155	0	500
Beta	1	1	1091	0.18012625	0.34555143	0.5181771	0.3439784	0	500
Beta	2	1	1091	-0.23802449	-0.10281799	0.027178643	-0.10256312	0	500
Beta	3	1	1091	0.10117981	0.24573135	0.39928606	0.24937287	0	500
Beta	1	1	1092	0.084699616	0.24218231	0.41187215	0.2438101	0	500
Beta	2	1	1092	-0.2673516	-0.13358569	-0.00026277246	-0.13388383	0	500
Beta	3	1	1092	0.04510009	0.18629232	0.34182206	0.19066575	0	500
Beta	1	1	1093	-0.0277638	0.14038324	0.30751044	0.14085318	0	500
Beta	2	1	1093	-0.30783504	-0.16495414	-0.029905625	-0.16607665	0	500
Beta	3	1	1093	-0.024401454	0.12975419	0.29587367	0.13032417	0	500
Beta	1	1	1094	-0.14267085	0.037792765	0.20655932	0.040685028	0	500
Beta	2	1	1094	-0.34448096	-0.19628441	-0.056031678	-0.19739735	0	500
Beta	3	1	1094	-0.10265222	0.06704874	0.23946862	0.07161707	0	500
Beta	1	1	1095	-0.24053477	-0.056424737	0.13066922	-0.051656704	0	500
Beta	2	1	1095	-0.37955144	-0.22094512	-0.06811339	-0.22598992	0	500
Beta	3	1	1095	-0.1669126	0.014657348	0.19918136	0.017380394	0	500
Beta	1	1	1096	-0.32931247	-0.1364977	0.056087367	-0.13316137	0	500
Beta	2	1	1096	-0.41023463	-0.24737386	-0.0896384	-0.251536	0	500
Beta	3	1	1096	-0.21871257	-0.030056171	0.16817929	-0.030362971	0	500
Beta	1	1	1097	-0.336285	-0.14925401	0.03156848	-0.14950171	0	500
Beta	2	1	1097	-0.34832862	-0.1940901	-0.045457736	-0.19665468	0	500
Beta	3	1	1097	-0.21499474	-0.030103996	0.15403943	-0.031743918	0	500
Beta	1	1	1098	-0.34254342	-0.1716468	-0.0060951556	-0.17300707	0	500
Beta	2	1	1098	-0.27899414	-0.1336067	0.012463919	-0.13464649	0	500
Beta	3	1	1098	-0.21551557	-0.035161145	0.13957267	-0.036735833	0	500
Beta	1	1	1099	-0.36555007	-0.19681895	-0.036066946	-0.19849354	0	500
Beta	2	1	1099	-0.20584373	-0.07086475	0.077784054	-0.06741097	0	500
Beta	3	1	1099	-0.21812685	-0.041848183	0.13173479	-0.04214858	0	500
Beta	1	1	1100	-0.39017686	-0.2228632	-0.060583957	-0.22468989	0	500
Beta	2	1	1100	-0.12754838	-0.00013472623	0.1446345	0.0016965343	0	500
Beta	3	1	1100	-0.22349656	-0.050089218	0.124414116	-0.047712035	0	500
Beta	1	1	1101	-0.42037827	-0.25166517	-0.08113587	-0.25017664	0	500
Beta	2	1	1101	-0.065827	0.06695151	0.21460089	0.06893209	0	500
Beta	3	1	1101	-0.22458002	-0.053826302	0.12055592	-0.053124808	0	500
Beta	1	1	1102	-0.45287642	-0.27868253	-0.09922972	-0.27767852	0	500
Beta	2	1	1102	-0.012272962	0.12891287	0.2744857	0.12925981	0	500
Beta	3	1	1102	-0.23915845	-0.061751604	0.12229207	-0.060017407	0	500
Beta	1	1	1103	-0.47967303	-0.29741013	-0.1090891	-0.2975461	0	500
Beta	2	1	1103	0.028541269	0.18465272	0.3346663	0.18432742	0	500
Beta	3	1	1103	-0.2436005	-0.06623557	0.12024617	-0.06400816	0	500
Beta	1	1	1104	-0.42041865	-0.2524168	-0.077862255	-0.25149918	0	500
Beta	2	1	1104	0.027386103	0.17125295	0.3116741	0.17344716	0	500
Beta	3	1	1104	-0.25027296	-0.08473669	0.09369165	-0.082390524	0	500
Beta	1	1	1105	-0.3563428	-0.2066307	-0.04195891	-0.20401406	0	500
Beta	2	1	1105	0.01610971	0.15712608	0.29009855	0.15954883	0	500
Beta	3	1	1105	-0.26452968	-0.108755544	0.062239163	-0.10602726	0	500
Beta	1	1	1106	-0.30257788	-0.15398028	-0.0015605342	-0.1525258	0	500
Beta	2	1	1106	0.013877933	0.14221042	0.2784661	0.14447895	0	500
Beta	3	1	1106	-0.27866086	-0.13923737	0.031028476	-0.13165669	0	500
Beta	1	1	1107	-0.2498892	-0.099267304	0.042499773	-0.09960398	0	500
Beta	2	1	1107	-0.0052103796	0.12702793	0.26562324	0.1289895	0	500
Beta	3	1	1107	-0.30349255	-0.1617831	0.00072762906	-0.15799941	0	500
Beta	1	1	1108	-0.19804019	-0.04606756	0.098176554	-0.04811584	0	500
Beta	2	1	1108	-0.021070706	0.1128479	0.25520554	0.11391951	0	500
Beta	3	1	1108	-0.3336088	-0.18818586	-0.025023546	-0.18362875	0	500
Beta	1	1	1109	-0.15447946	-0.00492487	0.13959199	-0.0048747202	0	500
Beta	2	1	1109	-0.041725628	0.09580274	0.24258916	0.09844807	0	500
Beta	3	1	1109	-0.3609118	-0.21726121	-0.05420479	-0.21110463	0	500
Beta	1	1	1110	-0.11136135	0.037423365	0.18432017	0.0379378	0	500
Beta	2	1	1110	-0.061139826	0.08339433	0.23701604	0.08652907	0	500
Beta	3	1	1110	-0.3931474	-0.23488373	-0.07092924	-0.23112252	0	500
Beta	1	1	1111	-0.10988994	0.02958448	0.17090742	0.030206155	0	500
Beta	2	1	1111	-0.08552195	0.046382718	0.19780646	0.051558517	0	500
Beta	3	1	1111	-0.40590224	-0.26299465	-0.0993157	-0.2585073	0	500
Beta	1	1	1112	-0.116189025	0.017724734	0.15033315	0.016423238	0	500
Beta	2	1	1112	-0.122101046	0.008037709	0.15496853	0.011732966	0	500
Beta	3	1	1112	-0.43264836	-0.29402775	-0.13306668	-0.2904897	0	500
Beta	1	1	1113	-0.12696336	0.0043023257	0.13337846	0.0014784209	0	500
Beta	2	1	1113	-0.16242293	-0.032768797	0.10332308	-0.031449936	0	500
Beta	3	1	1113	-0.46799728	-0.32863945	-0.17282766	-0.32516786	0	500
Beta	1	1	1114	-0.14642489	-0.014579443	0.12373808	-0.013882496	0	500
Beta	2	1	1114	-0.21012709	-0.07996282	0.05950886	-0.07583523	0	500
Beta	3	1	1114	-0.5008186	-0.36705625	-0.20996407	-0.3608117	0	500
Beta	1	1	1115	-0.16098456	-0.03068807	0.10914378	-0.028827306	0	500
Beta	2	1	1115	-0.26032278	-0.12496321	0.023795813	-0.1190181	0	500
Beta	3	1	1115	-0.54005706	-0.39950967	-0.24671096	-0.3954901	0	500
Beta	1	1	1116	-0.18285006	-0.047943138	0.09446031	-0.048827123	0	500
Beta	2	1	1116	-0.30470443	-0.16382307	-0.0102828955	-0.15938106	0	500
Beta	3	1	1116	-0.5891721	-0.43754488	-0.28023773	-0.43408972	0	500
Beta	1	1	1117	-0.1984701	-0.060111545	0.085186526	-0.059635643	0	500
Beta	2	1	1117	-0.3450508	-0.19769755	-0.040240515	-0.19439767	0	500
Beta	3	1	1117	-0.6187849	-0.4641388	-0.30205128	-0.46086645	0	500
Beta	1	1	1118	-0.12247557	0.0051515102	0.14875051	0.0064956406	0	500
Beta	2	1	1118	-0.3172515	-0.18168941	-0.031680573	-0.17748787	0	500
Beta	3	1	1118	-0.5213482	-0.37945476	-0.23148185	-0.376666	0	500
Beta	1	1	1119	-0.046963185	0.07981876	0.21807346	0.08038082	0	500
Beta	2	1	1119	-0.29289162	-0.16332966	-0.02178758	-0.1594222	0	500
Beta	3	1	1119	-0.4289334	-0.2832241	-0.14968105	-0.28452384	0	500
Beta	1	1	1120	0.032356765	0.15775077	0.29529804	0.1604946	0	500
Beta	2	1	1120	-0.27053273	-0.13980414	-0.010164018	-0.13983354	0	500
Beta	3	1	1120	-0.33062097	-0.18362695	-0.052694872	-0.1846139	0	500
Beta	1	1	1121	0.11084976	0.23841617	0.37935808	0.24283889	0	500
Beta	2	1	1121	-0.24907409	-0.11723405	0.01008767	-0.11969947	0	500
Beta	3	1	1121	-0.22956885	-0.08079626	0.051836032	-0.08192212	0	500
Beta	1	1	1122	0.17559619	0.31714404	0.47246963	0.32295272	0	500
Beta	2	1	1122	-0.24133404	-0.096946366	0.02897321	-0.10011088	0	500
Beta	3	1	1122	-0.1420352	0.020975921	0.16170591	0.0179878	0	500
Beta	1	1	1123	0.23945852	0.3974394	0.55882066	0.40220526	0	500
Beta	2	1	1123	-0.22543985	-0.07379305	0.056344166	-0.07829996	0	500
Beta	3	1	1123	-0.061869543	0.11479922	0.27645212	0.11243901	0	500
Beta	1	1	1124	0.29594004	0.46085018	0.6334542	0.4662194	0	500
Beta	2	1	1124	-0.21799122	-0.060593843	0.077270746	-0.06317639	0	500
Beta	3	1	1124	0.0025809526	0.19298427	0.37203357	0.19322355	0	500
Beta	1	1	1125	0.31584778	0.47531465	0.637752	0.47908518	0	500
Beta	2	1	1125	-0.16991775	-0.024022099	0.10675164	-0.026560979	0	500
Beta	3	1	1125	0.016533574	0.2023149	0.36744145	0.2004889	0	500
Beta	1	1	1126	0.34355617	0.49251664	0.64143664	0.49426	0	500
Beta	2	1	1126	-0.12494417	0.012975671	0.14002669	0.012616057	0	500
Beta	3	1	1126	0.038128845	0.21317697	0.36458924	0.20917475	0	500
Beta	1	1	1127	0.37392634	0.5128954	0.65234196	0.5107145	0	500
Beta	2	1	1127	-0.07038447	0.05932088	0.18078125	0.0550958	0	500
Beta	3	1	1127	0.055389825	0.2211226	0.36645177	0.2185929	0	500
Beta	1	1	1128	0.3947661	0.53090525	0.6649353	0.52762663	0	500
Beta	2	1	1128	-0.022757215	0.09789616	0.22202644	0.098758265	0	500
Beta	3	1	1128	0.07323394	0.2305679	0.36836767	0.2282732	0	500
Beta	1	1	1129	0.41153452	0.5458011	0.68227935	0.5440804	0	500
Beta	2	1	1129	0.015477088	0.14014535	0.26541838	0.141238	0	500
Beta	3	1	1129	0.079784065	0.2429282	0.3847076	0.23769149	0	500
Beta	1	1	1130	0.4268415	0.5696229	0.7098334	0.56674933	0	500
Beta	2	1	1130	0.04527855	0.17888914	0.3132293	0.1781438	0	500
Beta	3	1	1130	0.077135995	0.25264043	0.40318856	0.24778172	0	500
Beta	1	1	1131	0.4362537	0.5785777	0.7172777	0.57850814	0	500
Beta	2	1	1131	0.07730047	0.21299085	0.35643512	0.21319841	0	500
Beta	3	1	1131	0.07840903	0.261689	0.41912743	0.2551393	0	500
Beta	1	1	1132	0.45382136	0.5853439	0.7207589	0.5851846	0	500
Beta	2	1	1132	0.07801864	0.20077915	0.33732086	0.20269394	0	500
Beta	3	1	1132	0.054151848	0.22882226	0.3880763	0.22782865	0	500
Beta	1	1	1133	0.47320828	0.596659	0.7334907	0.5973176	0	500
Beta	2	1	1133	0.070458055	0.18983342	0.31982675	0.1908421	0	500
Beta	3	1	1133	0.031047808	0.20005491	0.35146073	0.20102535	0	500
Beta	1	1	1134	0.48864946	0.606892	0.74367183	0.6104726	0	500
Beta	2	1	1134	0.055318844	0.17481786	0.3013184	0.17799115	0	500
Beta	3	1	1134	0.007989183	0.17229891	0.3284093	0.17196237	0	500
Beta	1	1	1135	0.49659294	0.6205154	0.763806	0.62399435	0	500
Beta	2	1	1135	0.035855733	0.16311398	0.2945204	0.16478218	0	500
Beta	3	1	1135	-0.024661427	0.14254181	0.29787323	0.1420904	0	500
Beta	1	1	1136	0.49752927	0.6365726	0.78546375	0.63714904	0	500
Beta	2	1	1136	0.015242939	0.1503151	0.2827509	0.15193117	0	500
Beta	3	1	1136	-0.05279095	0.111169755	0.27827567	0.11302745	0	500
Beta	1	1	1137	0.5038771	0.65056527	0.8055908	0.6513299	0	500
Beta	2	1	1137	-0.004761572	0.13998556	0.2767926	0.13965037	0	500
Beta	3	1	1137	-0.08400741	0.08546965	0.2767969	0.08797552	0	500
Beta	1	1	1138	0.50907224	0.66112506	0.81902516	0.66158783	0	500
Beta	2	1	1138	-0.021217426	0.1294111	0.27435443	0.12928802	0	500
Beta	3	1	1138	-0.11958139	0.063391946	0.25857133	0.06394967	0	500
Beta	1	1	1139	0.48381355	0.63427794	0.78416246	0.6294443	0	500
Beta	2	1	1139	-0.004530221	0.13790014	0.27865943	0.13595979	0	500
Beta	3	1	1139	-0.09714489	0.0749796	0.2595524	0.07657909	0	500
Beta	1	1	1140	0.43663454	0.58999664	0.7401026	0.5874227	0	500
Beta	2	1	1140	-0.0022275066	0.13574424	0.27683008	0.13614821	0	500
Beta	3	1	1140	-0.087237604	0.08373496	0.25803035	0.08522742	0	500
Beta	1	1	1141	0.38711837	0.54348123	0.68486756	0.54185814	0	500
Beta	2	1	1141	0.004440832	0.13541806	0.27115166	0.13635251	0	500
Beta	3	1	1141	-0.073983565	0.09712677	0.26070943	0.09460489	0	500
Beta	1	1	1142	0.34250015	0.49457824	0.636367	0.4950256	0	500
Beta	2	1	1142	0.005402806	0.13678704	0.26916075	0.13656253	0	500
Beta	3	1	1142	-0.0739387	0.10319309	0.26699957	0.104243375	0	500
Beta	1	1	1143	0.2993823	0.4506395	0.59612304	0.44946122	0	500
Beta	2	1	1143	0.0050204634	0.13503468	0.26568818	0.1367667	0	500
Beta	3	1	1143	-0.07620503	0.11834268	0.28482404	0.113620825	0	500
Beta	1	1	1144	0.2482532	0.4122833	0.5692341	0.4129408	0	500
Beta	2	1	1144	0.008151082	0.1376481	0.26887938	0.14075708	0	500
Beta	3	1	1144	-0.06901665	0.13400762	0.3100539	0.12955911	0	500
Beta	1	1	1145	0.1996791	0.37635225	0.539806	0.37467477	0	500
Beta	2	1	1145	0.0069033243	0.13694847	0.27450302	0.1400974	0	500
Beta	3	1	1145	-0.07449413	0.13944498	0.3265641	0.13560492	0	500
Beta	1	1	1146	0.20927879	0.36802793	0.5288559	0.37121975	0	500
Beta	2	1	1146	0.04057522	0.16444704	0.29691097	0.16743675	0	500
Beta	3	1	1146	-0.06532004	0.1343025	0.3091551	0.13102522	0	500
Beta	1	1	1147	0.21731459	0.36273247	0.52639616	0.36694032	0	500
Beta	2	1	1147	0.06530244	0.19017172	0.32700703	0.19471195	0	500
Beta	3	1	1147	-0.05969829	0.12738398	0.28898048	0.12336909	0	500
Beta	1	1	1148	0.21528904	0.35832864	0.5258941	0.36230013	0	500
Beta	2	1	1148	0.09027722	0.21981046	0.36367315	0.22428638	0	500
Beta	3	1	1148	-0.05167243	0.11926666	0.27197686	0.115067534	0	500
Beta	1	1	1149	0.20707723	0.3526228	0.528703	0.35753053	0	500
Beta	2	1	1149	0.11360098	0.2516601	0.39689985	0.25468424	0	500
Beta	3	1	1149	-0.055315666	0.11020264	0.25485066	0.106534876	0	500
Beta	1	1	1150	0.19452867	0.3475575	0.5296393	0.35289055	0	500
Beta	2	1	1150	0.13917708	0.2803012	0.4388678	0.2842586	0	500
Beta	3	1	1150	-0.058860082	0.10085563	0.24884471	0.09823332	0	500
Beta	1	1	1151	0.18252689	0.34185958	0.52617973	0.3461835	0	500
Beta	2	1	1151	0.15209325	0.30954176	0.48083586	0.3145579	0	500
Beta	3	1	1151	-0.07248504	0.08838895	0.23449565	0.087498195	0	500
Beta	1	1	1152	0.17402798	0.33745432	0.53592515	0.34293535	0	500
Beta	2	1	1152	0.16927575	0.33313704	0.5148416	0.33796266	0	500
Beta	3	1	1152	-0.07686665	0.08615782	0.23340642	0.081413016	0	500
Beta	1	1	1153	0.1735995	0.32407835	0.5088241	0.33132195	0	500
Beta	2	1	1153	0.18813464	0.3457505	0.51804435	0.3520964	0	500
Beta	3	1	1153	-0.087476805	0.070596844	0.2190516	0.06624448	0	500
Beta	1	1	1154	0.16151115	0.31877068	0.4899349	0.32008597	0	500
Beta	2	1	1154	0.2259145	0.36144775	0.52544975	0.36855128	0	500
Beta	3	1	1154	-0.09597197	0.056128845	0.19385637	0.050302494	0	500
Beta	1	1	1155	0.15162724	0.30579722	0.4722792	0.30790272	0	500
Beta	2	1	1155	0.2464123	0.38063198	0.52872175	0.38639262	0	500
Beta	3	1	1155	-0.11655043	0.037922464	0.17630023	0.033016555	0	500
Beta	1	1	1156	0.14213316	0.29423767	0.45479807	0.29538023	0	500
Beta	2	1	1156	0.27459246	0.3997744	0.5405836	0.40473154	0	500
Beta	3	1	1156	-0.13601296	0.020368256	0.1586099	0.01524937	0	500
Beta	1	1	1157	0.12968661	0.2842477	0.43489033	0.28319687	0	500
Beta	2	1	1157	0.2937226	0.4192782	0.5537497	0.42257336	0	500
Beta	3	1	1157	-0.15706187	-0.00053117436	0.14746507	-0.0020365703	0	500
Beta	1	1	1158	0.10633701	0.2695192	0.4268704	0.27000093	0	500
Beta	2	1	1158	0.30849004	0.43900633	0.57215554	0.43896413	0	500
Beta	3	1	1158	-0.18210852	-0.020672377	0.14224598	-0.020721212	0	500
Beta	1	1	1159	0.0878897	0.26104122	0.4306863	0.26051447	0	500
Beta	2	1	1159	0.3207847	0.45576614	0.58626366	0.45349404	0	500
Beta	3	1	1159	-0.20074813	-0.036813322	0.12983246	-0.034189127	0	500
Beta	1	1	1160	0.1893898	0.35000792	0.50772625	0.35009542	0	500
Beta	2	1	1160	0.3933104	0.5220609	0.6531816	0.52143186	0	500
Beta	3	1	1160	-0.10872381	0.044183906	0.20446162	0.04785898	0	500
Beta	1	1	1161	0.2965777	0.44817972	0.59724116	0.44575778	0	500
Beta	2	1	1161	0.47325593	0.5956051	0.7202583	0.595655	0	500
Beta	3	1	1161	-0.007118012	0.13626492	0.28601286	0.13649917	0	500
Beta	1	1	1162	0.40527037	0.54912007	0.69728196	0.5494845	0	500
Beta	2	1	1162	0.5547004	0.67830545	0.7946754	0.6761355	0	500
Beta	3	1	1162	0.09577389	0.2327399	0.37516132	0.2326121	0	500
Beta	1	1	1163	0.5094416	0.6559602	0.79799503	0.6560996	0.002004008	499
Beta	2	1	1163	0.6342881	0.7630594	0.8773173	0.75885713	0.002004008	499
Beta	3	1	1163	0.18750851	0.33003598	0.47081053	0.3314005	0	500
Beta	1	1	1164	0.6102268	0.7596713	0.89900094	0.7598265	0.004016064	249
Beta	2	1	1164	0.7101392	0.84510267	0.95988995	0.83933747	0.020408163	49
Beta	3	1	1164	0.2742924	0.42554379	0.57278883	0.42751348	0	500
Beta	1	1	1165	0.70308876	0.8543402	0.99546105	0.85511374	0.05042017	19.833334
Beta	2	1	1165	0.7827068	0.924914	1.0457649	0.9188693	0.1682243	5.9444447
Beta	3	1	1165	0.36162883	0.52043784	0.674333	0.5200518	0	500
Beta	1	1	1166	0.78270966	0.94043374	1.0850164	0.9395869	0.369863	2.7037036
Beta	2	1	1166	0.8443965	0.9885274	1.1186283	0.983195	0.77935946	1.283105
Beta	3	1	1166	0.43758237	0.5978059	0.7523265	0.5974016	0	500
Beta	1	1	1167	0.7414256	0.8924728	1.038791	0.8921443	0.13378684	7.4745765
Beta	2	1	1167	0.82282525	0.96233964	1.0810316	0.9569056	0.43266475	2.3112583
Beta	3	1	1167	0.42859006	0.5829231	0.7314406	0.5807545	0	500
Beta	1	1	1168	0.6951424	0.83804065	0.9806012	0.84014523	0.035196688	28.411764
Beta	2	1	1168	0.799996	0.93624777	1.0518646	0.9302337	0.21065375	4.7471266
Beta	3	1	1168	0.41863114	0.5650358	0.71041334	0.5635877	0	500
Beta	1	1	1169	0.63985544	0.7856477	0.93018913	0.78376395	0.0060362173	165.66667
Beta	2	1	1169	0.7761396	0.9064143	1.0160786	0.90131336	0.08695652	11.5
Beta	3	1	1169	0.40229696	0.5505512	0.6823024	0.54497415	0	500
Beta	1	1	1170	0.584127	0.7311506	0.8711339	0.72581226	0	500
Beta	2	1	1170	0.7456714	0.8737719	0.99039143	0.87158793	0.03305785	30.25
Beta	3	1	1170	0.3832144	0.5278576	0.6645717	0.52584237	0	500
Beta	1	1	1171	0.510375	0.6754352	0.82135516	0.6694303	0	500
Beta	2	1	1171	0.7127188	0.8457641	0.962546	0.84266764	0.018329939	54.555557
Beta	3	1	1171	0.35827312	0.50869715	0.6568648	0.50722843	0	500
Beta	1	1	1172	0.45364392	0.62993836	0.7818513	0.6201265	0	500
Beta	2	1	1172	0.6837307	0.82097214	0.94872344	0.8211113	0.014198783	70.42857
Beta	3	1	1172	0.32762018	0.49140358	0.6490454	0.49188578	0	500
Beta	1	1	1173	0.39154744	0.5831734	0.73779136	0.57366943	0	500
Beta	2	1	1173	0.6520448	0.79398143	0.9328524	0.7964704	0.014198783	70.42857
Beta	3	1	1173	0.2979497	0.47986132	0.6455007	0.4763456	0	500
Beta	1	1	1174	0.38280183	0.5610742	0.7126163	0.5521164	0	500
Beta	2	1	1174	0.6284827	0.76208997	0.89238477	0.7642168	0	500
Beta	3	1	1174	0.27221635	0.4503755	0.6089125	0.44617558	0	500
Beta	1	1	1175	0.36989835	0.5331148	0.68017733	0.52930003	0	500
Beta	2	1	1175	0.59975	0.7293977	0.85558885	0.73008466	0	500
Beta	3	1	1175	0.24370438	0.4167232	0.566102	0.4097673	0	500
Beta	1	1	1176	0.34149024	0.50790006	0.6563455	0.5045599	0	500
Beta	2	1	1176	0.56620586	0.69215095	0.81598693	0.6930759	0	500
Beta	3	1	1176	0.21332555	0.37356064	0.5191293	0.37028995	0	500
Beta	1	1	1177	0.32042545	0.48252955	0.63234913	0.47913092	0	500
Beta	2	1	1177	0.5321496	0.6540898	0.78283226	0.6550365	0	500
Beta	3	1	1177	0.1757116	0.32791883	0.4821703	0.32971337	0	500
Beta	1	1	1178	0.28733292	0.4552215	0.6098113	0.45439094	0	500
Beta	2	1	1178	0.4947203	0.6184192	0.75043803	0.6180269	0	500
Beta	3	1	1178	0.13385512	0.29098293	0.44189894	0.290236	0	500
Beta	1	1	1179	0.2680874	0.42662877	0.59758157	0.4319364	0	500
Beta	2	1	1179	0.45795467	0.5835204	0.72393286	0.585178	0	500
Beta	3	1	1179	0.08863673	0.25420648	0.4231482	0.25467667	0	500
Beta	1	1	1180	0.2403876	0.4065991	0.5882517	0.41172928	0	500
Beta	2	1	1180	0.41926882	0.55001307	0.7015855	0.55478877	0	500
Beta	3	1	1180	0.053710382	0.21949811	0.39988476	0.22237353	0	500
Beta	1	1	1181	0.3177637	0.4779663	0.6416603	0.4818439	0	500
Beta	2	1	1181	0.45232818	0.5773392	0.72471625	0.58142567	0	500
Beta	3	1	1181	0.11173514	0.2653051	0.43800652	0.2684204	0	500
Beta	1	1	1182	0.3941558	0.551142	0.7075395	0.5530721	0	500
Beta	2	1	1182	0.48451614	0.6043392	0.7437511	0.6087767	0	500
Beta	3	1	1182	0.16774936	0.31352794	0.4811359	0.31557426	0	500
Beta	1	1	1183	0.48606128	0.6290785	0.77851725	0.6303049	0	500
Beta	2	1	1183	0.51462954	0.6349698	0.7643817	0.6384339	0	500
Beta	3	1	1183	0.23404986	0.36644167	0.5247284	0.3667033	0	500
Beta	1	1	1184	0.5652825	0.70921516	0.8524091	0.7096882	0	500
Beta	2	1	1184	0.54589707	0.6687288	0.8040803	0.66891706	0	500
Beta	3	1	1184	0.28454995	0.41711053	0.56857765	0.41925582	0	500
Beta	1	1	1185	0.6421551	0.7904519	0.9323777	0.7869204	0.002004008	499
Beta	2	1	1185	0.57007086	0.7005236	0.8346842	0.698574	0	500
Beta	3	1	1185	0.33413827	0.46781045	0.6154191	0.470385	0	500
Beta	1	1	1186	0.713606	0.86637443	1.0128714	0.86503965	0.072961375	13.705882
Beta	2	1	1186	0.5875419	0.73076475	0.87547356	0.72933644	0	500
Beta	3	1	1186	0.37903205	0.51808983	0.66978127	0.5240754	0	500
Beta	1	1	1187	0.76756144	0.9285849	1.0762404	0.9263788	0.28534704	3.5045044
Beta	2	1	1187	0.60015535	0.7531402	0.9007784	0.7527241	0.002004008	499
Beta	3	1	1187	0.41588715	0.56049204	0.7131977	0.5642539	0	500
Beta	1	1	1188	0.7477835	0.89617836	1.0417644	0.89654976	0.13895217	7.196721
Beta	2	1	1188	0.58219814	0.72807115	0.87088	0.7287918	0.002004008	499
Beta	3	1	1188	0.41609058	0.5575122	0.70179033	0.56124985	0	500
Beta	1	1	1189	0.7262455	0.8618855	1.0014713	0.8649451	0.057082452	17.518518
Beta	2	1	1189	0.55816716	0.6995325	0.8341201	0.699206	0	500
Beta	3	1	1189	0.41595927	0.54897285	0.6937589	0.55295473	0	500
Beta	1	1	1190	0.6908258	0.827175	0.9560899	0.8306761	0.014198783	70.42857
Beta	2	1	1190	0.5338203	0.66502106	0.79732126	0.66712636	0	500
Beta	3	1	1190	0.4090805	0.53863525	0.68288815	0.5439601	0	500
Beta	1	1	1191	0.66144246	0.79557276	0.9251585	0.79545385	0.002004008	499
Beta	2	1	1191	0.5025224	0.63265204	0.7634958	0.63415366	0	500
Beta	3	1	1191	0.40488225	0.53371716	0.68152624	0.5347147	0	500
Beta	1	1	1192	0.62780607	0.75826967	0.8885688	0.7611847	0	500
Beta	2	1	1192	0.47583258	0.6020467	0.7321677	0.6020743	0	500
Beta	3	1	1192	0.38928527	0.5230087	0.6773958	0.52572024	0	500
Beta	1	1	1193	0.58693016	0.7222153	0.8546713	0.7239265	0	500
Beta	2	1	1193	0.44038263	0.56559634	0.6974002	0.56697124	0	500
Beta	3	1	1193	0.36296043	0.51277924	0.6758074	0.5138586	0	500
Beta	1	1	1194	0.55815566	0.6974615	0.83524543	0.6972736	0	500
Beta	2	1	1194	0.40558776	0.54133236	0.6783913	0.54207	0	500
Beta	3	1	1194	0.3482334	0.5080385	0.67796856	0.5073155	0	500
Beta	1	1	1195	0.5295556	0.6640668	0.80783707	0.6673695	0	500
Beta	2	1	1195	0.41026783	0.5360773	0.66546184	0.53623533	0	500
Beta	3	1	1195	0.38865483	0.5388005	0.7014181	0.537582	0	500
Beta	1	1	1196	0.5161891	0.65314555	0.8007996	0.65667105	0	500
Beta	2	1	1196	0.4175145	0.5354166	0.6634767	0.53599566	0	500
Beta	3	1	1196	0.42791924	0.5795169	0.73195714	0.5780181	0	500
Beta	1	1	1197	0.5014144	0.6418183	0.7870969	0.6450712	0	500
Beta	2	1	1197	0.417187	0.5343338	0.6605278	0.5357365	0	500
Beta	3	1	1197	0.4723369	0.62336326	0.7690069	0.6218626	0	500
Beta	1	1	1198	0.48407325	0.63116896	0.78439325	0.6331486	0	500
Beta	2	1	1198	0.408678	0.530282	0.66935426	0.53546965	0	500
